,ID,State,Constituency,S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Winner,Margin
3586.0,S134005,Maharashtra,Raver,5.0,GULAB DAYARAM BHIL,Bharat Adivasi Party,9622.0,22.0,9644.0,0.82,False,-621235
3587.0,S134006,Maharashtra,Raver,6.0,MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,7874.0,10.0,7884.0,0.67,False,-622995
3588.0,S134007,Maharashtra,Raver,7.0,VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,7551.0,26.0,7577.0,0.65,False,-623302
3589.0,S134008,Maharashtra,Raver,8.0,VASANT SHANKAR KOLTE,Independent,6713.0,5.0,6718.0,0.57,False,-624161
3590.0,S134009,Maharashtra,Raver,9.0,PRAVIN LAXMAN PATIL,Independent,6087.0,5.0,6092.0,0.52,False,-624787
3591.0,S134010,Maharashtra,Raver,10.0,YUVRAJ DEVSING BARELA,Independent,5131.0,4.0,5135.0,0.44,False,-625744
3592.0,S134011,Maharashtra,Raver,11.0,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4686.0,4.0,4690.0,0.4,False,-626189
3593.0,S134012,Maharashtra,Raver,12.0,SHRIRAM SITARAM PATIL,Independent,4264.0,5.0,4269.0,0.36,False,-626610
3594.0,S134013,Maharashtra,Raver,13.0,JITENDRA PANDURANG PATIL,Independent,3582.0,5.0,3587.0,0.31,False,-627292
3595.0,S134014,Maharashtra,Raver,14.0,SANJAY PRALHAD KANDELKAR,Independent,2954.0,7.0,2961.0,0.25,False,-627918
3596.0,S134015,Maharashtra,Raver,15.0,SAGAR PRABHAKAR PATIL,Independent,2932.0,3.0,2935.0,0.25,False,-627944
3597.0,S134016,Maharashtra,Raver,16.0,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2277.0,5.0,2282.0,0.19,False,-628597
3598.0,S134017,Maharashtra,Raver,17.0,ANIL PITAMBAR WAGH (SIR),Independent,2265.0,13.0,2278.0,0.19,False,-628601
3599.0,S134018,Maharashtra,Raver,18.0,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1919.0,8.0,1927.0,0.16,False,-628952
3600.0,S134019,Maharashtra,Raver,19.0,BHIVRAJ RAMDAS RAYSINGE,Independent,1807.0,2.0,1809.0,0.15,False,-629070
3601.0,S134020,Maharashtra,Raver,20.0,KOMALBAI BAPURAO PATIL,Independent,1424.0,5.0,1429.0,0.12,False,-629450
3602.0,S134021,Maharashtra,Raver,21.0,SHAIKH AABID SHAIKH BASHIR,Independent,1035.0,5.0,1040.0,0.09,False,-629839
3603.0,S134022,Maharashtra,Raver,22.0,AMIT HARIBHAU KOLTE,Independent,980.0,1.0,981.0,0.08,False,-629898
3604.0,S134023,Maharashtra,Raver,23.0,DR. YOGENDRA VITTHAL KOLTE,Independent,900.0,2.0,902.0,0.08,False,-629977
3605.0,S134024,Maharashtra,Raver,24.0,SHRIRAM OMKAR PATIL,Independent,743.0,6.0,749.0,0.06,False,-630130
3606.0,S134025,Maharashtra,Raver,25.0,NOTA,None of the Above,4073.0,27.0,4100.0,0.35,False,-626779
3607.0,S135001,Maharashtra,Buldhana,1.0,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289.0,1578.0,349867.0,31.53,True,29479
3608.0,S135002,Maharashtra,Buldhana,2.0,NARENDRA DAGDU KHEDEKAR,Shiv Sena (Uddhav Balasaheb Thackrey),319415.0,973.0,320388.0,28.88,False,-29479
3609.0,S135003,Maharashtra,Buldhana,3.0,RAVIKANT CHANDRADAS TUPKAR,Independent,249042.0,921.0,249963.0,22.53,False,-99904
3610.0,S135004,Maharashtra,Buldhana,4.0,VASANTRAO RAJARAM MAGAR,Vanchit Bahujan  Aaghadi,98093.0,348.0,98441.0,8.87,False,-251426
3611.0,S135005,Maharashtra,Buldhana,5.0,ASHOK WAMAN HIWALE,Independent,15414.0,22.0,15436.0,1.39,False,-334431
3612.0,S135006,Maharashtra,Buldhana,6.0,SANDEEP RAMRAO SHELKE,Independent,12993.0,57.0,13050.0,1.18,False,-336817
3613.0,S135007,Maharashtra,Buldhana,7.0,GAUTAM KISANRAO MAGHADE,Bahujan Samaj Party,8125.0,93.0,8218.0,0.74,False,-341649
3614.0,S135008,Maharashtra,Buldhana,8.0,ASLAM SHAH HASAN SHAH,Maharashtra Vikas Aghadi,6117.0,36.0,6153.0,0.55,False,-343714
3615.0,S135009,Maharashtra,Buldhana,9.0,NANDU JAGANNATH LAWANGE,Independent,5696.0,17.0,5713.0,0.51,False,-344154
3616.0,S135010,Maharashtra,Buldhana,10.0,MACHHINDRA SHESHRAV MAGHADE,Socialist Party (India),5247.0,11.0,5258.0,0.47,False,-344609
3617.0,S135011,Maharashtra,Buldhana,11.0,MOHAMMAD HASAN INAMDAR,Minorities Democratic Party,4966.0,12.0,4978.0,0.45,False,-344889
3618.0,S135012,Maharashtra,Buldhana,12.0,GAJANAN JANARDAN DHANDE,Independent,4841.0,13.0,4854.0,0.44,False,-345013
3619.0,S135013,Maharashtra,Buldhana,13.0,DINKAR TUKARAM SAMBARE,Independent,4550.0,14.0,4564.0,0.41,False,-345303
3620.0,S135014,Maharashtra,Buldhana,14.0,BALASAHEB RAMCHANDRA INGLE,Independent,3911.0,20.0,3931.0,0.35,False,-345936
3621.0,S135015,Maharashtra,Buldhana,15.0,PRATAP PANDHARINATH PATIL,Independent,2547.0,14.0,2561.0,0.23,False,-347306
3622.0,S135016,Maharashtra,Buldhana,16.0,SANTOSH BHIMRAO INGLE,Republican Party of India (A),2524.0,6.0,2530.0,0.23,False,-347337
3623.0,S135017,Maharashtra,Buldhana,17.0,MADHAVRAO SAKHARAM BANSODE,Bahujan Republican  Socialist Party,2441.0,14.0,2455.0,0.22,False,-347412
3624.0,S135018,Maharashtra,Buldhana,18.0,VIKAS BHAI NANDAVE,Bhim Sena,2322.0,9.0,2331.0,0.21,False,-347536
3625.0,S135019,Maharashtra,Buldhana,19.0,UDDHAV ONKAR ATOLE,Independent,1946.0,22.0,1968.0,0.18,False,-347899
3626.0,S135020,Maharashtra,Buldhana,20.0,REKHA KAILAS POPHALKAR,Independent,1533.0,7.0,1540.0,0.14,False,-348327
3627.0,S135021,Maharashtra,Buldhana,21.0,PROF SUMANTAI TIRPUDE,Peoples Party of India (Democratic),1505.0,6.0,1511.0,0.14,False,-348356
3628.0,S135022,Maharashtra,Buldhana,22.0,NOTA,None of the Above,3750.0,36.0,3786.0,0.34,False,-346081
3629.0,S136001,Maharashtra,Akola,1.0,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972.0,2058.0,457030.0,38.96,True,40626
3630.0,S136002,Maharashtra,Akola,2.0,ABHAY KASHINATH PATIL,Indian National Congress,414557.0,1847.0,416404.0,35.5,False,-40626
3631.0,S136003,Maharashtra,Akola,3.0,AMBEDKAR PRAKASH YASHWANT,Vanchit Bahujan  Aaghadi,275490.0,1257.0,276747.0,23.59,False,-180283
3632.0,S136004,Maharashtra,Akola,4.0,ADV NAJIB SHAIKH,Indian National League,3288.0,12.0,3300.0,0.28,False,-453730
3633.0,S136005,Maharashtra,Akola,5.0,KASHINATH VISHWANATH DHAMODE,Bahujan Samaj Party,2737.0,23.0,2760.0,0.24,False,-454270
3634.0,S136006,Maharashtra,Akola,6.0,MURLIDHAR LALSING PAWAR,Independent,2058.0,8.0,2066.0,0.18,False,-454964
3635.0,S136007,Maharashtra,Akola,7.0,ADHAU RAVIKANT RAMKRUSHNA,Jay Vidarbha Party,1710.0,24.0,1734.0,0.15,False,-455296
3636.0,S136008,Maharashtra,Akola,8.0,AACHARYADIP SUBHASHCHANDRA GANOJE,Independent,1610.0,8.0,1618.0,0.14,False,-455412
3637.0,S136009,Maharashtra,Akola,9.0,UJWALA VINAYAK RAUT,Independent,1298.0,8.0,1306.0,0.11,False,-455724
3638.0,S136010,Maharashtra,Akola,10.0,DHARMENDRA CHANDRAPRAKASH KOTHARI,Independent,1236.0,4.0,1240.0,0.11,False,-455790
3639.0,S136011,Maharashtra,Akola,11.0,DILIP SHATRUGHAN MHAISANE,Independent,860.0,2.0,862.0,0.07,False,-456168
3640.0,S136012,Maharashtra,Akola,12.0,ASHOK KISANRAO THORAT,Independent,573.0,8.0,581.0,0.05,False,-456449
3641.0,S136013,Maharashtra,Akola,13.0,MOHMMAD AJAZ MOHMMAD TAHER,Azad Adhikar Sena,564.0,4.0,568.0,0.05,False,-456462
3642.0,S136014,Maharashtra,Akola,14.0,BABAN MAHADEV SAYAM,Janseva Gondwana Party,535.0,2.0,537.0,0.05,False,-456493
3643.0,S136015,Maharashtra,Akola,15.0,PRITI PRAMOD SADANSHIV,Republican Party of India (Social),528.0,8.0,536.0,0.05,False,-456494
3644.0,S136016,Maharashtra,Akola,16.0,NOTA,None of the Above,5752.0,31.0,5783.0,0.49,False,-451247
3645.0,S137001,Maharashtra,Amravati ,1.0,BALWANT BASWANT WANKHADE,Indian National Congress,524136.0,2135.0,526271.0,44.84,True,19731
3646.0,S137002,Maharashtra,Amravati ,2.0,NAVNEET RAVI RANA,Bharatiya Janata Party,504806.0,1734.0,506540.0,43.16,False,-19731
3647.0,S137003,Maharashtra,Amravati ,3.0,DINESH GANESHDAS BUB,Prahar Janshakti Party,84985.0,315.0,85300.0,7.27,False,-440971
3648.0,S137004,Maharashtra,Amravati ,4.0,ANANDRAJ YASHWANT AMBEDKAR,Republican Sena,18713.0,80.0,18793.0,1.6,False,-507478
3649.0,S137005,Maharashtra,Amravati ,5.0,KISHOR BHIMRAO LABADE,Independent,4522.0,2.0,4524.0,0.39,False,-521747
3650.0,S137006,Maharashtra,Amravati ,6.0,SANJAYKUMAR FATTESINGH GADGE,Bahujan Samaj Party,4485.0,28.0,4513.0,0.38,False,-521758
3651.0,S137007,Maharashtra,Amravati ,7.0,SUMITRA SAHEBRAO GAIKWAD,Independent,2686.0,4.0,2690.0,0.23,False,-523581
3652.0,S137008,Maharashtra,Amravati ,8.0,ARUN YASHWANTRAO BHAGAT,Independent,2086.0,2.0,2088.0,0.18,False,-524183
3653.0,S137009,Maharashtra,Amravati ,9.0,KISHOR DNYANESHWAR TAYDE,Independent,2070.0,2.0,2072.0,0.18,False,-524199
3654.0,S137010,Maharashtra,Amravati ,10.0,SURAJ DHANRAJ NAGDVANE,Independent,1815.0,3.0,1818.0,0.15,False,-524453
3655.0,S137011,Maharashtra,Amravati ,11.0,GAUTAM ALIAS ANANTA RAMDAS INGALE,Independent,1570.0,,1570.0,0.13,False,-524701
3656.0,S137012,Maharashtra,Amravati ,12.0,PRAMOD RAMKRUSHNA CHOURPAGAR,Independent,1306.0,1.0,1307.0,0.11,False,-524964
3657.0,S137013,Maharashtra,Amravati ,13.0,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent,1206.0,,1206.0,0.1,False,-525065
3658.0,S137014,Maharashtra,Amravati ,14.0,SURESH PUNDLIK MESHRAM,Independent,1051.0,1.0,1052.0,0.09,False,-525219
3659.0,S137015,Maharashtra,Amravati ,15.0,SATISH YASHWANTRAO GEDAM,Independent,942.0,1.0,943.0,0.08,False,-525328
3660.0,S137016,Maharashtra,Amravati ,16.0,MANOHAR KRUSHNAJI KURHADE,Independent,871.0,,871.0,0.07,False,-525400
3661.0,S137017,Maharashtra,Amravati ,17.0,DIGAMBAR WAMAN BHAGAT,Naki Bharatiya Ekta Party,760.0,2.0,762.0,0.06,False,-525509
3662.0,S137018,Maharashtra,Amravati ,18.0,ENGI. AVINASH HARISHCHANDRA DHANAWATE,Peoples Party of India (Democratic),725.0,5.0,730.0,0.06,False,-525541
3663.0,S137019,Maharashtra,Amravati ,19.0,HIMMAT BHIMRAO DHOLE,Independent,668.0,2.0,670.0,0.06,False,-525601
3664.0,S137020,Maharashtra,Amravati ,20.0,SUSHAMA GAJANAN AWACHAR,Jay Vidarbha Party,656.0,3.0,659.0,0.06,False,-525612
3665.0,S137021,Maharashtra,Amravati ,21.0,GANESH NANAJI RAMTEKE,Akhil Bhartiya Parivar Party,624.0,5.0,629.0,0.05,False,-525642
3666.0,S137022,Maharashtra,Amravati ,22.0,MANKAR DNYANESHWAR KASHIRAO,Independent,538.0,1.0,539.0,0.05,False,-525732
3667.0,S137023,Maharashtra,Amravati ,23.0,TARA SURESH WANKHADE,Independent,526.0,1.0,527.0,0.04,False,-525744
3668.0,S137024,Maharashtra,Amravati ,24.0,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,Independent,508.0,2.0,510.0,0.04,False,-525761
3669.0,S137025,Maharashtra,Amravati ,25.0,ADV. RAJU MADHUKARRAO KALANE,Bahujan Bharat Party,495.0,,495.0,0.04,False,-525776
3670.0,S137026,Maharashtra,Amravati ,26.0,BHARAT CHAMPATRAO YANGAD,Independent,441.0,,441.0,0.04,False,-525830
3671.0,S137027,Maharashtra,Amravati ,27.0,VARSHA BHAGAWANTRAO BHAGAT,Independent,440.0,3.0,443.0,0.04,False,-525828
3672.0,S137028,Maharashtra,Amravati ,28.0,NARENDRA BABULAL KATHANE,Desh Janhit Party,422.0,,422.0,0.04,False,-525849
3673.0,S137029,Maharashtra,Amravati ,29.0,PRABHAKAR PANDURANG BHATKAR,Independent,365.0,,365.0,0.03,False,-525906
3674.0,S137030,Maharashtra,Amravati ,30.0,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,Independent,335.0,2.0,337.0,0.03,False,-525934
3675.0,S137031,Maharashtra,Amravati ,31.0,BHAURAO SAMPATRAO WANKHADE,All India Forward Bloc,328.0,1.0,329.0,0.03,False,-525942
3676.0,S137032,Maharashtra,Amravati ,32.0,GHAZI SAADUDDIN ZAHEER AHMED,Rashtriya Ulama Council,325.0,6.0,331.0,0.03,False,-525940
3677.0,S137033,Maharashtra,Amravati ,33.0,RAVI GUNWANTRAO WANKHADE,Independent,286.0,2.0,288.0,0.02,False,-525983
3678.0,S137034,Maharashtra,Amravati ,34.0,SONALI SANJAY MESHRAM,Independent,270.0,2.0,272.0,0.02,False,-525999
3679.0,S137035,Maharashtra,Amravati ,35.0,SANDEEP BABULAL MESHRAM,Independent,257.0,,257.0,0.02,False,-526014
3680.0,S137036,Maharashtra,Amravati ,36.0,RAJESH TULSHIRAM KHADE,Independent,239.0,,239.0,0.02,False,-526032
3681.0,S137037,Maharashtra,Amravati ,37.0,RAJU MAHADEVRAO SONONE,Independent,230.0,2.0,232.0,0.02,False,-526039
3682.0,S137038,Maharashtra,Amravati ,38.0,NOTA,None of the Above,2517.0,27.0,2544.0,0.22,False,-523727
3683.0,S138001,Maharashtra,Wardha,1.0,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761.0,2345.0,533106.0,48.68,True,81648
3684.0,S138002,Maharashtra,Wardha,2.0,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,449599.0,1859.0,451458.0,41.23,False,-81648
3685.0,S138003,Maharashtra,Wardha,3.0,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,20653.0,142.0,20795.0,1.9,False,-512311
3686.0,S138004,Maharashtra,Wardha,4.0,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,15408.0,84.0,15492.0,1.41,False,-517614
3687.0,S138005,Maharashtra,Wardha,5.0,ASIF,Independent,15176.0,6.0,15182.0,1.39,False,-517924
3688.0,S138006,Maharashtra,Wardha,6.0,KISHOR BABA PAVAR,Independent,12917.0,3.0,12920.0,1.18,False,-520186
3689.0,S138007,Maharashtra,Wardha,7.0,SUHAS V. THAKARE,Independent,7639.0,9.0,7648.0,0.7,False,-525458
3690.0,S138008,Maharashtra,Wardha,8.0,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5446.0,21.0,5467.0,0.5,False,-527639
3691.0,S138009,Maharashtra,Wardha,9.0,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4651.0,21.0,4672.0,0.43,False,-528434
3692.0,S138010,Maharashtra,Wardha,10.0,ADV. BHASKAR MAROTRAO  NEWARE,Independent,4021.0,11.0,4032.0,0.37,False,-529074
3693.0,S138011,Maharashtra,Wardha,11.0,JAGADISH UDDVRAO  WANKHADE,Independent,2338.0,11.0,2349.0,0.21,False,-530757
3694.0,S138012,Maharashtra,Wardha,12.0,POOJA PANKAJ TADAS,Independent,2121.0,14.0,2135.0,0.19,False,-530971
3695.0,S138013,Maharashtra,Wardha,13.0,ANIL K. GHUSHE,Independent,1967.0,4.0,1971.0,0.18,False,-531135
3696.0,S138014,Maharashtra,Wardha,14.0,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1819.0,9.0,1828.0,0.17,False,-531278
3697.0,S138015,Maharashtra,Wardha,15.0,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,1723.0,15.0,1738.0,0.16,False,-531368
3698.0,S138016,Maharashtra,Wardha,16.0,ARVIND SHAMRAO LILLORE,Independent,1475.0,1.0,1476.0,0.13,False,-531630
3699.0,S138017,Maharashtra,Wardha,17.0,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1418.0,20.0,1438.0,0.13,False,-531668
3700.0,S138018,Maharashtra,Wardha,18.0,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1342.0,1.0,1343.0,0.12,False,-531763
3701.0,S138019,Maharashtra,Wardha,19.0,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1231.0,15.0,1246.0,0.11,False,-531860
3702.0,S138020,Maharashtra,Wardha,20.0,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1052.0,9.0,1061.0,0.1,False,-532045
3703.0,S138021,Maharashtra,Wardha,21.0,RAMESH SINHA,Independent,799.0,,799.0,0.07,False,-532307
3704.0,S138022,Maharashtra,Wardha,22.0,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,792.0,5.0,797.0,0.07,False,-532309
3705.0,S138023,Maharashtra,Wardha,23.0,DIXITA ANAND,Desh Janhit Party,731.0,5.0,736.0,0.07,False,-532370
3706.0,S138024,Maharashtra,Wardha,24.0,RAHUL T. BHOYAR,Independent,685.0,4.0,689.0,0.06,False,-532417
3707.0,S138025,Maharashtra,Wardha,25.0,NOTA,None of the Above,4583.0,51.0,4634.0,0.42,False,-528472
3708.0,S139001,Maharashtra,Ramtek ,1.0,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894.0,1131.0,613025.0,48.94,True,76768
3709.0,S139002,Maharashtra,Ramtek ,2.0,RAJU DEONATH PARVE,Shiv Sena,535234.0,1023.0,536257.0,42.81,False,-76768
3710.0,S139003,Maharashtra,Ramtek ,3.0,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,26003.0,95.0,26098.0,2.08,False,-586927
3711.0,S139004,Maharashtra,Ramtek ,4.0,KISHORE  UTTAMRAO GAJBHIYE,Independent,24324.0,59.0,24383.0,1.95,False,-588642
3712.0,S139005,Maharashtra,Ramtek ,5.0,AJAY BAKARAM CHAVAN,Independent,6021.0,5.0,6026.0,0.48,False,-606999
3713.0,S139006,Maharashtra,Ramtek ,6.0,SANVIDHAN G LOKHANDE,Baliraja Party,5810.0,4.0,5814.0,0.46,False,-607211
3714.0,S139007,Maharashtra,Ramtek ,7.0,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,5108.0,29.0,5137.0,0.41,False,-607888
3715.0,S139008,Maharashtra,Ramtek ,8.0,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,3750.0,16.0,3766.0,0.3,False,-609259
3716.0,S139009,Maharashtra,Ramtek ,9.0,ARVIND SHIVAJI TANDEKAR,Independent,3208.0,7.0,3215.0,0.26,False,-609810
3717.0,S139010,Maharashtra,Ramtek ,10.0,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,1983.0,9.0,1992.0,0.16,False,-611033
3718.0,S139011,Maharashtra,Ramtek ,11.0,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,1858.0,26.0,1884.0,0.15,False,-611141
3719.0,S139012,Maharashtra,Ramtek ,12.0,ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party,1811.0,7.0,1818.0,0.15,False,-611207
3720.0,S139013,Maharashtra,Ramtek ,13.0,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,1760.0,13.0,1773.0,0.14,False,-611252
3721.0,S139014,Maharashtra,Ramtek ,14.0,ASHISH BHAURAO SARODE,Bhim Sena,1600.0,20.0,1620.0,0.13,False,-611405
3722.0,S139015,Maharashtra,Ramtek ,15.0,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,1337.0,3.0,1340.0,0.11,False,-611685
3723.0,S139016,Maharashtra,Ramtek ,16.0,UMESH RAJU  KHADSE,Rashtra Samarpan Party,1223.0,6.0,1229.0,0.1,False,-611796
3724.0,S139017,Maharashtra,Ramtek ,17.0,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),975.0,2.0,977.0,0.08,False,-612048
3725.0,S139018,Maharashtra,Ramtek ,18.0,PREMKUMAR DASHRATH GAJBHARE,Independent,921.0,4.0,925.0,0.07,False,-612100
3726.0,S139019,Maharashtra,Ramtek ,19.0,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),908.0,5.0,913.0,0.07,False,-612112
3727.0,S139020,Maharashtra,Ramtek ,20.0,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,881.0,7.0,888.0,0.07,False,-612137
3728.0,S139021,Maharashtra,Ramtek ,21.0,VILAS SHRIPAT KHADSE,Independent,857.0,3.0,860.0,0.07,False,-612165
3729.0,S139022,Maharashtra,Ramtek ,22.0,SUBHASH LOKHANDE,Independent,849.0,1.0,850.0,0.07,False,-612175
3730.0,S139023,Maharashtra,Ramtek ,23.0,KARTIK GENDLALJI DOKE,Independent,844.0,3.0,847.0,0.07,False,-612178
3731.0,S139024,Maharashtra,Ramtek ,24.0,ADV ULHAS SHALIKRAM DUPARE,Independent,780.0,1.0,781.0,0.06,False,-612244
3732.0,S139025,Maharashtra,Ramtek ,25.0,LAROKAR SURESH PUNDLIK,Independent,693.0,5.0,698.0,0.06,False,-612327
3733.0,S139026,Maharashtra,Ramtek ,26.0,SUNIL UTTAMRAO SALVE,Independent,649.0,2.0,651.0,0.05,False,-612374
3734.0,S139027,Maharashtra,Ramtek ,27.0,GOWARDHAN NAMDEO SOMDEVE,Independent,509.0,2.0,511.0,0.04,False,-612514
3735.0,S139028,Maharashtra,Ramtek ,28.0,VILAS GANESH ZODAPE,Independent,402.0,5.0,407.0,0.03,False,-612618
3736.0,S139029,Maharashtra,Ramtek ,29.0,NOTA,None of the Above,7769.0,58.0,7827.0,0.62,False,-605198
3737.0,S1310001,Maharashtra,Nagpur,1.0,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809.0,2218.0,655027.0,54.08,True,137603
3738.0,S1310002,Maharashtra,Nagpur,2.0,VIKAS THAKRE,Indian National Congress,515941.0,1483.0,517424.0,42.72,False,-137603
3739.0,S1310003,Maharashtra,Nagpur,3.0,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,19164.0,78.0,19242.0,1.59,False,-635785
3740.0,S1310004,Maharashtra,Nagpur,4.0,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,2055.0,4.0,2059.0,0.17,False,-652968
3741.0,S1310005,Maharashtra,Nagpur,5.0,ADARSH RAVISHANKAR THAKUR,Independent,1749.0,1.0,1750.0,0.14,False,-653277
3742.0,S1310006,Maharashtra,Nagpur,6.0,ADV ULHAS SHALIKRAM DUPARE,Independent,1346.0,2.0,1348.0,0.11,False,-653679
3743.0,S1310007,Maharashtra,Nagpur,7.0,FAHIM SHAMIM KHAN,Minorities Democratic Party,1072.0,1.0,1073.0,0.09,False,-653954
3744.0,S1310008,Maharashtra,Nagpur,8.0,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,814.0,3.0,817.0,0.07,False,-654210
3745.0,S1310009,Maharashtra,Nagpur,9.0,TEKRAJ BELKHODE,Independent,803.0,5.0,808.0,0.07,False,-654219
3746.0,S1310010,Maharashtra,Nagpur,10.0,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,719.0,1.0,720.0,0.06,False,-654307
3747.0,S1310011,Maharashtra,Nagpur,11.0,DHANU WALTHARE,Independent,690.0,2.0,692.0,0.06,False,-654335
3748.0,S1310012,Maharashtra,Nagpur,12.0,VIJAY MANKAR,Ambedkarite Party of India,606.0,4.0,610.0,0.05,False,-654417
3749.0,S1310013,Maharashtra,Nagpur,13.0,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,565.0,2.0,567.0,0.05,False,-654460
3750.0,S1310014,Maharashtra,Nagpur,14.0,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,559.0,3.0,562.0,0.05,False,-654465
3751.0,S1310015,Maharashtra,Nagpur,15.0,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,465.0,6.0,471.0,0.04,False,-654556
3752.0,S1310016,Maharashtra,Nagpur,16.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,447.0,4.0,451.0,0.04,False,-654576
3753.0,S1310017,Maharashtra,Nagpur,17.0,SUNIL WANKHEDE,Rashtra Samarpan Party,320.0,2.0,322.0,0.03,False,-654705
3754.0,S1310018,Maharashtra,Nagpur,18.0,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,267.0,3.0,270.0,0.02,False,-654757
3755.0,S1310019,Maharashtra,Nagpur,19.0,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),251.0,,251.0,0.02,False,-654776
3756.0,S1310020,Maharashtra,Nagpur,20.0,SANTOSH TULSHIRAM CHAVHAN,Independent,242.0,,242.0,0.02,False,-654785
3757.0,S1310021,Maharashtra,Nagpur,21.0,SUSHIL PATIL,Independent,236.0,1.0,237.0,0.02,False,-654790
3758.0,S1310022,Maharashtra,Nagpur,22.0,SACHIN RAMKRUSHNARAO WAGHADE,Independent,202.0,,202.0,0.02,False,-654825
3759.0,S1310023,Maharashtra,Nagpur,23.0,PRAFUL MANIKCHAND BHANGE,Independent,201.0,,201.0,0.02,False,-654826
3760.0,S1310024,Maharashtra,Nagpur,24.0,VINAYAK BHAURAO AWCHAT,Independent,190.0,,190.0,0.02,False,-654837
3761.0,S1310025,Maharashtra,Nagpur,25.0,BABITA RAJU AWASTHI,Independent,179.0,3.0,182.0,0.02,False,-654845
3762.0,S1310026,Maharashtra,Nagpur,26.0,SAHIL BALCHAND TURKAR,Independent,129.0,,129.0,0.01,False,-654898
3763.0,S1310027,Maharashtra,Nagpur,27.0,NOTA,None of the Above,5434.0,40.0,5474.0,0.45,False,-649553
3764.0,S1311001,Maharashtra,Bhandara Gondiya,1.0,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678.0,5735.0,587413.0,47.56,True,37380
3765.0,S1311002,Maharashtra,Bhandara Gondiya,2.0,SUNIL BABURAO MENDHE,Bharatiya Janata Party,546222.0,3811.0,550033.0,44.53,False,-37380
3766.0,S1311003,Maharashtra,Bhandara Gondiya,3.0,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party,25104.0,358.0,25462.0,2.06,False,-561951
3767.0,S1311004,Maharashtra,Bhandara Gondiya,4.0,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi,24528.0,330.0,24858.0,2.01,False,-562555
3768.0,S1311005,Maharashtra,Bhandara Gondiya,5.0,SEWAKBHAU NIRDHAN WAGHAYE,Independent,12899.0,204.0,13103.0,1.06,False,-574310
