,ID,State,Constituency,S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Winner,Margin
3404.0,S1218013,Madhya Pradesh,VIDISHA,13.0,BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,720.0,4.0,724.0,0.05,False,-1115736
3405.0,S1218014,Madhya Pradesh,VIDISHA,14.0,NOTA,None of the Above,9218.0,62.0,9280.0,0.64,False,-1107180
3406.0,S1219001,Madhya Pradesh,BHOPAL,1.0,ALOK SHARMA,Bharatiya Janata Party,978285.0,2824.0,981109.0,65.48,True,501499
3407.0,S1219002,Madhya Pradesh,BHOPAL,2.0,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,478698.0,912.0,479610.0,32.01,False,-501499
3408.0,S1219003,Madhya Pradesh,BHOPAL,3.0,BHANU PRATAP SINGH,Bahujan Samaj Party,13255.0,50.0,13305.0,0.89,False,-967804
3409.0,S1219004,Madhya Pradesh,BHOPAL,4.0,DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,3639.0,2.0,3641.0,0.24,False,-977468
3410.0,S1219005,Madhya Pradesh,BHOPAL,5.0,JAY SINGH,Independent,2509.0,1.0,2510.0,0.17,False,-978599
3411.0,S1219006,Madhya Pradesh,BHOPAL,6.0,BHARTI YADAV,Independent,1833.0,6.0,1839.0,0.12,False,-979270
3412.0,S1219007,Madhya Pradesh,BHOPAL,7.0,ANKIT RAI,Independent,1100.0,1.0,1101.0,0.07,False,-980008
3413.0,S1219008,Madhya Pradesh,BHOPAL,8.0,DHANRAJ SHENDE,Republican Party of India (A),788.0,2.0,790.0,0.05,False,-980319
3414.0,S1219009,Madhya Pradesh,BHOPAL,9.0,AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,787.0,3.0,790.0,0.05,False,-980319
3415.0,S1219010,Madhya Pradesh,BHOPAL,10.0,MOHAMMAD ASHRAF,Independent,777.0,1.0,778.0,0.05,False,-980331
3416.0,S1219011,Madhya Pradesh,BHOPAL,11.0,BABULAL SEN,Moulik Adhikar Party,718.0,2.0,720.0,0.05,False,-980389
3417.0,S1219012,Madhya Pradesh,BHOPAL,12.0,SANJAY KUMAR SAROJ,Manav Samadhan Party,621.0,1.0,622.0,0.04,False,-980487
3418.0,S1219013,Madhya Pradesh,BHOPAL,13.0,BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,587.0,1.0,588.0,0.04,False,-980521
3419.0,S1219014,Madhya Pradesh,BHOPAL,14.0,RAMPRASAD PATEL,Kranti Janshakti Party,572.0,3.0,575.0,0.04,False,-980534
3420.0,S1219015,Madhya Pradesh,BHOPAL,15.0,MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,541.0,3.0,544.0,0.04,False,-980565
3421.0,S1219016,Madhya Pradesh,BHOPAL,16.0,MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),537.0,3.0,540.0,0.04,False,-980569
3422.0,S1219017,Madhya Pradesh,BHOPAL,17.0,R.K. MAHAJAN,Independent,527.0,2.0,529.0,0.04,False,-980580
3423.0,S1219018,Madhya Pradesh,BHOPAL,18.0,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,473.0,,473.0,0.03,False,-980636
3424.0,S1219019,Madhya Pradesh,BHOPAL,19.0,MAITHILI SHARAN GUPTA,Independent,447.0,1.0,448.0,0.03,False,-980661
3425.0,S1219020,Madhya Pradesh,BHOPAL,20.0,RAJESH KEER,Independent,427.0,,427.0,0.03,False,-980682
3426.0,S1219021,Madhya Pradesh,BHOPAL,21.0,AKSHAY GOTHI,Parivartan Party of India,403.0,4.0,407.0,0.03,False,-980702
3427.0,S1219022,Madhya Pradesh,BHOPAL,22.0,HITENDRA SHAHARE (BABA),Independent,318.0,,318.0,0.02,False,-980791
3428.0,S1219023,Madhya Pradesh,BHOPAL,23.0,NOTA,None of the Above,6573.0,48.0,6621.0,0.44,False,-974488
3429.0,S1220001,Madhya Pradesh,RAJGARH,1.0,RODMAL NAGAR,Bharatiya Janata Party,756139.0,2604.0,758743.0,53.1,True,146089
3430.0,S1220002,Madhya Pradesh,RAJGARH,2.0,DIGVIJAYA SINGH,Indian National Congress,610602.0,2052.0,612654.0,42.87,False,-146089
3431.0,S1220003,Madhya Pradesh,RAJGARH,3.0,DR. RAJENDRA SURYAVANSHI,Bahujan Samaj Party,13902.0,40.0,13942.0,0.98,False,-744801
3432.0,S1220004,Madhya Pradesh,RAJGARH,4.0,ASHOK PAWAR,Samata Samadhan Party,6597.0,17.0,6614.0,0.46,False,-752129
3433.0,S1220005,Madhya Pradesh,RAJGARH,5.0,JITENDRA SINGH,National World Leader Party,5051.0,12.0,5063.0,0.35,False,-753680
3434.0,S1220006,Madhya Pradesh,RAJGARH,6.0,DINESH RAZAWAT,Aazad Samaj Party (Kanshi Ram),4170.0,9.0,4179.0,0.29,False,-754564
3435.0,S1220007,Madhya Pradesh,RAJGARH,7.0,RODMAL,Independent,3733.0,11.0,3744.0,0.26,False,-754999
3436.0,S1220008,Madhya Pradesh,RAJGARH,8.0,ANIL JAIN,Independent,3069.0,20.0,3089.0,0.22,False,-755654
3437.0,S1220009,Madhya Pradesh,RAJGARH,9.0,RADHESHYAM MALVIYA,Independent,2796.0,3.0,2799.0,0.2,False,-755944
3438.0,S1220010,Madhya Pradesh,RAJGARH,10.0,SUNEEL BHEEL,Independent,2703.0,10.0,2713.0,0.19,False,-756030
3439.0,S1220011,Madhya Pradesh,RAJGARH,11.0,VISHAL SONI (ADVOCATE),Bharatiya Yuva Jan Ekta Party,2544.0,16.0,2560.0,0.18,False,-756183
3440.0,S1220012,Madhya Pradesh,RAJGARH,12.0,JAGDISH KARPENTER,Independent,1730.0,4.0,1734.0,0.12,False,-757009
3441.0,S1220013,Madhya Pradesh,RAJGARH,13.0,ANIL,Independent,1414.0,4.0,1418.0,0.1,False,-757325
3442.0,S1220014,Madhya Pradesh,RAJGARH,14.0,RAMCHARAN PIRJAPATI,Lok Samaj Party,1292.0,2.0,1294.0,0.09,False,-757449
3443.0,S1220015,Madhya Pradesh,RAJGARH,15.0,BABU SINGH,Sajag Samaj Party,1186.0,5.0,1191.0,0.08,False,-757552
3444.0,S1220016,Madhya Pradesh,RAJGARH,16.0,NOTA,None of the Above,7248.0,12.0,7260.0,0.51,False,-751483
3445.0,S1221001,Madhya Pradesh,DEWAS,1.0,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,925917.0,3024.0,928941.0,63.23,True,425225
3446.0,S1221002,Madhya Pradesh,DEWAS,2.0,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,502548.0,1168.0,503716.0,34.29,False,-425225
3447.0,S1221003,Madhya Pradesh,DEWAS,3.0,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,11162.0,41.0,11203.0,0.76,False,-917738
3448.0,S1221004,Madhya Pradesh,DEWAS,4.0,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),7201.0,19.0,7220.0,0.49,False,-921721
3449.0,S1221005,Madhya Pradesh,DEWAS,5.0,NITIN VERMA,Independent,2756.0,5.0,2761.0,0.19,False,-926180
3450.0,S1221006,Madhya Pradesh,DEWAS,6.0,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,2026.0,5.0,2031.0,0.14,False,-926910
3451.0,S1221007,Madhya Pradesh,DEWAS,7.0,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,1585.0,10.0,1595.0,0.11,False,-927346
3452.0,S1221008,Madhya Pradesh,DEWAS,8.0,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,1236.0,12.0,1248.0,0.08,False,-927693
3453.0,S1221009,Madhya Pradesh,DEWAS,9.0,NOTA,None of the Above,10365.0,24.0,10389.0,0.71,False,-918552
3454.0,S1222001,Madhya Pradesh,UJJAIN,1.0,ANIL FIROJIYA,Bharatiya Janata Party,834374.0,1730.0,836104.0,62.93,True,375860
3455.0,S1222002,Madhya Pradesh,UJJAIN,2.0,MAHESH PARMAR,Indian National Congress,459531.0,713.0,460244.0,34.64,False,-375860
3456.0,S1222003,Madhya Pradesh,UJJAIN,3.0,ADVOCATE PRAKASH CHOUHAN,Bahujan Samaj Party,9502.0,16.0,9518.0,0.72,False,-826586
3457.0,S1222004,Madhya Pradesh,UJJAIN,4.0,DR. HEMANT PARMAR,Bhim Sena,4973.0,3.0,4976.0,0.37,False,-831128
3458.0,S1222005,Madhya Pradesh,UJJAIN,5.0,SURESH BAGARI,Independent,2786.0,5.0,2791.0,0.21,False,-833313
3459.0,S1222006,Madhya Pradesh,UJJAIN,6.0,MAHESH PARMAR,Independent,2468.0,8.0,2476.0,0.19,False,-833628
3460.0,S1222007,Madhya Pradesh,UJJAIN,7.0,GANGA MALVIYA,Independent,1288.0,7.0,1295.0,0.1,False,-834809
3461.0,S1222008,Madhya Pradesh,UJJAIN,8.0,ANIL,Independent,979.0,2.0,981.0,0.07,False,-835123
3462.0,S1222009,Madhya Pradesh,UJJAIN,9.0,ISHWARLAL VARSHI,Independent,860.0,3.0,863.0,0.06,False,-835241
3463.0,S1222010,Madhya Pradesh,UJJAIN,10.0,NOTA,None of the Above,9310.0,22.0,9332.0,0.7,False,-826772
3464.0,S1223001,Madhya Pradesh,MANDSOUR,1.0,SUDHEER GUPTA,Bharatiya Janata Party,942249.0,3512.0,945761.0,65.98,True,500655
3465.0,S1223002,Madhya Pradesh,MANDSOUR,2.0,DILIP SINGH GURJAR,Indian National Congress,443622.0,1484.0,445106.0,31.05,False,-500655
3466.0,S1223003,Madhya Pradesh,MANDSOUR,3.0,KANHAIYALAL MALVIYA,Bahujan Samaj Party,10456.0,56.0,10512.0,0.73,False,-935249
3467.0,S1223004,Madhya Pradesh,MANDSOUR,4.0,ISMAIL KHAN MAIV,Independent,8810.0,16.0,8826.0,0.62,False,-936935
3468.0,S1223005,Madhya Pradesh,MANDSOUR,5.0,SUSHIL,Independent,3432.0,7.0,3439.0,0.24,False,-942322
3469.0,S1223006,Madhya Pradesh,MANDSOUR,6.0,SAEED AHAMAD,Independent,3165.0,2.0,3167.0,0.22,False,-942594
3470.0,S1223007,Madhya Pradesh,MANDSOUR,7.0,MURALIDHAR,Independent,2682.0,14.0,2696.0,0.19,False,-943065
3471.0,S1223008,Madhya Pradesh,MANDSOUR,8.0,VIJAY RANN,Independent,2314.0,9.0,2323.0,0.16,False,-943438
3472.0,S1223009,Madhya Pradesh,MANDSOUR,9.0,NOTA,None of the Above,11615.0,47.0,11662.0,0.81,False,-934099
3473.0,S1224001,Madhya Pradesh,RATLAM,1.0,ANITA NAGARSINGH CHOUHAN,Bharatiya Janata Party,793432.0,2431.0,795863.0,51.93,True,207232
3474.0,S1224002,Madhya Pradesh,RATLAM,2.0,KANTILAL BHURIA,Indian National Congress,586904.0,1727.0,588631.0,38.41,False,-207232
3475.0,S1224003,Madhya Pradesh,RATLAM,3.0,ENGINEER BALUSINGH GAMAD,Bharat Adivasi Party,52525.0,234.0,52759.0,3.44,False,-743104
3476.0,S1224004,Madhya Pradesh,RATLAM,4.0,RAMCHANDRA SOLANKI,Bahujan Samaj Party,15159.0,13.0,15172.0,0.99,False,-780691
3477.0,S1224005,Madhya Pradesh,RATLAM,5.0,SURAJ BHABHAR,Independent,10060.0,2.0,10062.0,0.66,False,-785801
3478.0,S1224006,Madhya Pradesh,RATLAM,6.0,RANGLA KALESH,Independent,7331.0,4.0,7335.0,0.48,False,-788528
3479.0,S1224007,Madhya Pradesh,RATLAM,7.0,KASNA RANA PARGI,Independent,7311.0,5.0,7316.0,0.48,False,-788547
3480.0,S1224008,Madhya Pradesh,RATLAM,8.0,SUMITRA MEDA,Independent,6927.0,3.0,6930.0,0.45,False,-788933
3481.0,S1224009,Madhya Pradesh,RATLAM,9.0,RAMESHWAR SINGAR,Independent,4603.0,4.0,4607.0,0.3,False,-791256
3482.0,S1224010,Madhya Pradesh,RATLAM,10.0,MOHANSINGH NINGWAL,Bhartiya Samajik Party,4503.0,4.0,4507.0,0.29,False,-791356
3483.0,S1224011,Madhya Pradesh,RATLAM,11.0,SHEETAL BARELA,Akhand Bharat Samrajya Party,3929.0,1.0,3930.0,0.26,False,-791933
3484.0,S1224012,Madhya Pradesh,RATLAM,12.0,UDESINGH MACHAR,Republican Party of India (A),3795.0,1.0,3796.0,0.25,False,-792067
3485.0,S1224013,Madhya Pradesh,RATLAM,13.0,NOTA,None of the Above,31697.0,38.0,31735.0,2.07,False,-764128
3486.0,S1225001,Madhya Pradesh,DHAR,1.0,SAVITRI THAKUR,Bharatiya Janata Party,792591.0,1858.0,794449.0,55.75,True,218665
3487.0,S1225002,Madhya Pradesh,DHAR,2.0,RADHESHYAM MUVEL,Indian National Congress,574756.0,1028.0,575784.0,40.4,False,-218665
3488.0,S1225003,Madhya Pradesh,DHAR,3.0,DHUMSINGH MANDLOI MACHHAR,Bahujan Samaj Party,14926.0,30.0,14956.0,1.05,False,-779493
3489.0,S1225004,Madhya Pradesh,DHAR,4.0,JITENDRA MUNIYA,Bharat Adivasi Party,10586.0,35.0,10621.0,0.75,False,-783828
3490.0,S1225005,Madhya Pradesh,DHAR,5.0,SUNIL AJRAWAT,Independent,5400.0,8.0,5408.0,0.38,False,-789041
3491.0,S1225006,Madhya Pradesh,DHAR,6.0,SHIVAJI PATEL KALMI,Independent,4694.0,6.0,4700.0,0.33,False,-789749
3492.0,S1225007,Madhya Pradesh,DHAR,7.0,VIKRAM VASUNIYA,Janata Congress,3464.0,11.0,3475.0,0.24,False,-790974
3493.0,S1225008,Madhya Pradesh,DHAR,8.0,NOTA,None of the Above,15612.0,39.0,15651.0,1.1,False,-778798
3494.0,S1226001,Madhya Pradesh,INDORE,1.0,SHANKAR LALWANI,Bharatiya Janata Party,1223746.0,3005.0,1226751.0,78.54,True,1008077
3495.0,S1226002,Madhya Pradesh,INDORE,2.0,SANJAY S/O LAKSHMAN SOLANKI,Bahujan Samaj Party,51486.0,173.0,51659.0,3.31,False,-1175092
3496.0,S1226003,Madhya Pradesh,INDORE,3.0,PAWAN KUMAR,Akhil Bhartiya Parivar Party,15182.0,28.0,15210.0,0.97,False,-1211541
3497.0,S1226004,Madhya Pradesh,INDORE,4.0,ABHAY JAIN,Independent,8379.0,13.0,8392.0,0.54,False,-1218359
3498.0,S1226005,Madhya Pradesh,INDORE,5.0,LAVISH DILIP KHANDELWAL,Independent,8231.0,7.0,8238.0,0.53,False,-1218513
3499.0,S1226006,Madhya Pradesh,INDORE,6.0,COMRADE AJEET SINGH,Socialist Unity Centre Of India (COMMUNIST),7148.0,31.0,7179.0,0.46,False,-1219572
3500.0,S1226007,Madhya Pradesh,INDORE,7.0,AYAZ ALI,Independent,7074.0,22.0,7096.0,0.45,False,-1219655
3501.0,S1226008,Madhya Pradesh,INDORE,8.0,ENG. ARJUN PARIHAR,Independent,3823.0,8.0,3831.0,0.25,False,-1222920
3502.0,S1226009,Madhya Pradesh,INDORE,9.0,BASANT GEHLOT,Jan Sangh Party,3663.0,13.0,3676.0,0.24,False,-1223075
3503.0,S1226010,Madhya Pradesh,INDORE,10.0,RAVI SIRWAIYA,Independent,2615.0,6.0,2621.0,0.17,False,-1224130
3504.0,S1226011,Madhya Pradesh,INDORE,11.0,MUDIT CHAURASIA,Independent,2601.0,8.0,2609.0,0.17,False,-1224142
3505.0,S1226012,Madhya Pradesh,INDORE,12.0,PARMANAND TOLANI,Independent,2399.0,4.0,2403.0,0.15,False,-1224348
3506.0,S1226013,Madhya Pradesh,INDORE,13.0,DESH BHAKT ANKIT GUPTA,Independent,1957.0,12.0,1969.0,0.13,False,-1224782
3507.0,S1226014,Madhya Pradesh,INDORE,14.0,ADVOCATE PANKAJ GUPTE,Independent,1652.0,8.0,1660.0,0.11,False,-1225091
3508.0,S1226015,Madhya Pradesh,INDORE,15.0,NOTA,None of the Above,218355.0,319.0,218674.0,14.0,False,-1008077
3509.0,S1227001,Madhya Pradesh,KHARGONE,1.0,GAJENDRA SINGH PATEL,Bharatiya Janata Party,818291.0,1572.0,819863.0,52.6,True,135018
3510.0,S1227002,Madhya Pradesh,KHARGONE,2.0,PORLAL BATHA KHARTE,Indian National Congress,683651.0,1194.0,684845.0,43.93,False,-135018
3511.0,S1227003,Madhya Pradesh,KHARGONE,3.0,DEVISINGH NARGAVE,Communist Party of India,14680.0,6.0,14686.0,0.94,False,-805177
3512.0,S1227004,Madhya Pradesh,KHARGONE,4.0,SHOBHARAM DAWAR,Bahujan Samaj Party,12047.0,22.0,12069.0,0.77,False,-807794
3513.0,S1227005,Madhya Pradesh,KHARGONE,5.0,NARSINGH SOLANKI,Independent,9052.0,6.0,9058.0,0.58,False,-810805
3514.0,S1227006,Madhya Pradesh,KHARGONE,6.0,NOTA,None of the Above,18237.0,20.0,18257.0,1.17,False,-801606
3515.0,S1228001,Madhya Pradesh,KHANDWA,1.0,GYANESHWAR PATIL,Bharatiya Janata Party,861188.0,1491.0,862679.0,57.04,True,269971
3516.0,S1228002,Madhya Pradesh,KHANDWA,2.0,NARENDRA PATEL,Indian National Congress,591540.0,1168.0,592708.0,39.19,False,-269971
3517.0,S1228003,Madhya Pradesh,KHANDWA,3.0,MUNNALAL S/O DHANNALAL TEJI,Bahujan Samaj Party,11796.0,22.0,11818.0,0.78,False,-850861
3518.0,S1228004,Madhya Pradesh,KHANDWA,4.0,ABHINESH SINGH,Rashtriya Jan Awaz Party,9295.0,4.0,9299.0,0.61,False,-853380
3519.0,S1228005,Madhya Pradesh,KHANDWA,5.0,LAXMI NARAYAN KATARE,Independent,4902.0,3.0,4905.0,0.32,False,-857774
3520.0,S1228006,Madhya Pradesh,KHANDWA,6.0,MANOJ KUMAR VISHWAMBHARNATH AGRAWAL,Independent,4346.0,1.0,4347.0,0.29,False,-858332
3521.0,S1228007,Madhya Pradesh,KHANDWA,7.0,MAHESH PAWAR,Peoples Party of India (Democratic),3701.0,8.0,3709.0,0.25,False,-858970
3522.0,S1228008,Madhya Pradesh,KHANDWA,8.0,SHIVAM SEN,Independent,3479.0,2.0,3481.0,0.23,False,-859198
3523.0,S1228009,Madhya Pradesh,KHANDWA,9.0,RAVINDRA SONVANE,Independent,2679.0,6.0,2685.0,0.18,False,-859994
3524.0,S1228010,Madhya Pradesh,KHANDWA,10.0,PRAKASH RATHOR BANJARA,Aam Janta Party (India),2368.0,2.0,2370.0,0.16,False,-860309
3525.0,S1228011,Madhya Pradesh,KHANDWA,11.0,NARAYAN SUKHADEV PAL,Bharatiya Yuva Jan Ekta Party,1699.0,3.0,1702.0,0.11,False,-860977
3526.0,S1228012,Madhya Pradesh,KHANDWA,12.0,NOTA,None of the Above,12817.0,22.0,12839.0,0.85,False,-849840
3527.0,S1229001,Madhya Pradesh,BETUL,1.0,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,846696.0,1540.0,848236.0,60.76,True,379761
3528.0,S1229002,Madhya Pradesh,BETUL,2.0,RAMU TEKAM,Indian National Congress,467810.0,665.0,468475.0,33.56,False,-379761
3529.0,S1229003,Madhya Pradesh,BETUL,3.0,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26559.0,38.0,26597.0,1.91,False,-821639
3530.0,S1229004,Madhya Pradesh,BETUL,4.0,ANIL UIKEY,Bharat Adivasi Party,10552.0,24.0,10576.0,0.76,False,-837660
3531.0,S1229005,Madhya Pradesh,BETUL,5.0,BHURELAL CHOTELAL BETHEKAR,Independent,7800.0,11.0,7811.0,0.56,False,-840425
3532.0,S1229006,Madhya Pradesh,BETUL,6.0,BHAGCHARAN WARKADE,Independent,5957.0,11.0,5968.0,0.43,False,-842268
3533.0,S1229007,Madhya Pradesh,BETUL,7.0,SUNER UIKEY,Gondvana Gantantra Party,4172.0,14.0,4186.0,0.3,False,-844050
3534.0,S1229008,Madhya Pradesh,BETUL,8.0,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3831.0,18.0,3849.0,0.28,False,-844387
3535.0,S1229009,Madhya Pradesh,BETUL,9.0,NOTA,None of the Above,20309.0,13.0,20322.0,1.46,False,-827914
3536.0,S131001,Maharashtra,Nandurbar,1.0,ADV GOWAAL KAGADA PADAVI,Indian National Congress,744879.0,1119.0,745998.0,53.53,True,159120
3537.0,S131002,Maharashtra,Nandurbar,2.0,DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party,585847.0,1031.0,586878.0,42.11,False,-159120
3538.0,S131003,Maharashtra,Nandurbar,3.0,ANANDA SUKALAL KOLI,Bahujan Samaj Party,10628.0,16.0,10644.0,0.76,False,-735354
3539.0,S131004,Maharashtra,Nandurbar,4.0,SUSHILKUMAR JAHANGIR PAWARA,Independent,8878.0,9.0,8887.0,0.64,False,-737111
3540.0,S131005,Maharashtra,Nandurbar,5.0,NIRMALA VASAVE,Peoples Party of India (Democratic),6923.0,24.0,6947.0,0.5,False,-739051
3541.0,S131006,Maharashtra,Nandurbar,6.0,ROHIDAS GEMAJI VALVI,Independent,4941.0,6.0,4947.0,0.35,False,-741051
3542.0,S131007,Maharashtra,Nandurbar,7.0,HEMANT MANSARAM KOLI,Vanchit Bahujan  Aaghadi,4062.0,19.0,4081.0,0.29,False,-741917
3543.0,S131008,Maharashtra,Nandurbar,8.0,DEEPAKKUMAR MADHUKAR SHIRSATH,Independent,3567.0,4.0,3571.0,0.26,False,-742427
3544.0,S131009,Maharashtra,Nandurbar,9.0,RAVINDRA RANJIT VALVI,Bharat Adivasi Party,2608.0,17.0,2625.0,0.19,False,-743373
3545.0,S131010,Maharashtra,Nandurbar,10.0,JALAMSING SUTUM PAWAR,Independent,2583.0,4.0,2587.0,0.19,False,-743411
3546.0,S131011,Maharashtra,Nandurbar,11.0,GITANJALI SHASHIKANT KOLI,Independent,2372.0,9.0,2381.0,0.17,False,-743617
3547.0,S131012,Maharashtra,Nandurbar,12.0,NOTA,None of the Above,14108.0,15.0,14123.0,1.01,False,-731875
3548.0,S132001,Maharashtra,Dhule,1.0,BACHHAV SHOBHA DINESH,Indian National Congress,582492.0,1374.0,583866.0,47.89,True,3831
3549.0,S132002,Maharashtra,Dhule,2.0,BHAMRE SUBHASH RAMRAO,Bharatiya Janata Party,577778.0,2257.0,580035.0,47.57,False,-3831
3550.0,S132003,Maharashtra,Dhule,3.0,BHARAT BABURAO JADHAV,Independent,19695.0,18.0,19713.0,1.62,False,-564153
3551.0,S132004,Maharashtra,Dhule,4.0,ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),Bahujan Samaj Party,4955.0,18.0,4973.0,0.41,False,-578893
3552.0,S132005,Maharashtra,Dhule,5.0,SANJAY RAMESHWAR SHARMA,Independent,3741.0,5.0,3746.0,0.31,False,-580120
3553.0,S132006,Maharashtra,Dhule,6.0,SHAFEEQUE AHEMAD MD. RAFEEQUE,Independent,3706.0,1.0,3707.0,0.3,False,-580159
3554.0,S132007,Maharashtra,Dhule,7.0,NAMDEO ROHIDAS YELAVE,Bharatheeya Jawan Kisan Party,3659.0,24.0,3683.0,0.3,False,-580183
3555.0,S132008,Maharashtra,Dhule,8.0,ADV SACHIN UMAJI NIKAM,Independent,3657.0,3.0,3660.0,0.3,False,-580206
3556.0,S132009,Maharashtra,Dhule,9.0,RAJ CHAVAN,Independent,3443.0,9.0,3452.0,0.28,False,-580414
3557.0,S132010,Maharashtra,Dhule,10.0,MOHAMMAD ISMAIL JUMMAN,Independent,1084.0,1.0,1085.0,0.09,False,-582781
3558.0,S132011,Maharashtra,Dhule,11.0,SURESH JAGANNATH BRAHMANKAR (SURESH BAPU),Independent,1035.0,3.0,1038.0,0.09,False,-582828
3559.0,S132012,Maharashtra,Dhule,12.0,PATIL SHIVAJI NATHU,All India Forward Bloc,994.0,7.0,1001.0,0.08,False,-582865
3560.0,S132013,Maharashtra,Dhule,13.0,SHAIKH MOHAMMAD ZAID SHAMIM AHMED,Welfare Party Of India,946.0,5.0,951.0,0.08,False,-582915
3561.0,S132014,Maharashtra,Dhule,14.0,MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Independent,833.0,2.0,835.0,0.07,False,-583031
3562.0,S132015,Maharashtra,Dhule,15.0,MUQEEM MEENA NAGRI,Bhim Sena,773.0,8.0,781.0,0.06,False,-583085
3563.0,S132016,Maharashtra,Dhule,16.0,IRFAN. MO. ISHAK (NADIR),Independent,763.0,,763.0,0.06,False,-583103
3564.0,S132017,Maharashtra,Dhule,17.0,MALAY PRAKASH PATIL,Independent,734.0,2.0,736.0,0.06,False,-583130
3565.0,S132018,Maharashtra,Dhule,18.0,ABDUL HAFEEZ ABDUL HAQUE,Independent,576.0,1.0,577.0,0.05,False,-583289
3566.0,S132019,Maharashtra,Dhule,19.0,NOTA,None of the Above,4661.0,32.0,4693.0,0.38,False,-579173
3567.0,S133001,Maharashtra,Jalgaon,1.0,SMITA UDAY WAGH,Bharatiya Janata Party,672119.0,2309.0,674428.0,57.67,True,251594
3568.0,S133002,Maharashtra,Jalgaon,2.0,KARAN BALASAHEB PATIL - PAWAR,Shiv Sena (Uddhav Balasaheb Thackrey),421213.0,1621.0,422834.0,36.15,False,-251594
3569.0,S133003,Maharashtra,Jalgaon,3.0,YUVRAJ JADHAV (SAMBHA AAPPA),Vanchit Bahujan  Aaghadi,21062.0,115.0,21177.0,1.81,False,-653251
3570.0,S133004,Maharashtra,Jalgaon,4.0,EX-HAVILDAR ISHWAR DAYARAM MORE,Sainik Samaj Party,7479.0,69.0,7548.0,0.65,False,-666880
3571.0,S133005,Maharashtra,Jalgaon,5.0,VILAS SHANKAR TAYADE,Bahujan Samaj Party,6310.0,71.0,6381.0,0.55,False,-668047
3572.0,S133006,Maharashtra,Jalgaon,6.0,LALIT (BANTI) SHARMA,Independent,4189.0,3.0,4192.0,0.36,False,-670236
3573.0,S133007,Maharashtra,Jalgaon,7.0,KARAN PAWAR,Independent,3954.0,29.0,3983.0,0.34,False,-670445
3574.0,S133008,Maharashtra,Jalgaon,8.0,ADVOCATE VIJAY BABULAL DANEJ,Independent,3400.0,4.0,3404.0,0.29,False,-671024
3575.0,S133009,Maharashtra,Jalgaon,9.0,MUKESH MULCHAND KOLI,Independent,3358.0,12.0,3370.0,0.29,False,-671058
3576.0,S133010,Maharashtra,Jalgaon,10.0,MAHENDRA DEVRAM KOLI,Independent,2462.0,14.0,2476.0,0.21,False,-671952
3577.0,S133011,Maharashtra,Jalgaon,11.0,AHMAD KHAN,Independent,1889.0,12.0,1901.0,0.16,False,-672527
3578.0,S133012,Maharashtra,Jalgaon,12.0,ABDUL SHAKUR DESHPANDE,Independent,1593.0,13.0,1606.0,0.14,False,-672822
3579.0,S133013,Maharashtra,Jalgaon,13.0,ADV. NAMDEO PANDURANG KOLI,Independent,1212.0,12.0,1224.0,0.1,False,-673204
3580.0,S133014,Maharashtra,Jalgaon,14.0,PATIL SANDIP YUVRAJ,Independent,1098.0,12.0,1110.0,0.09,False,-673318
3581.0,S133015,Maharashtra,Jalgaon,15.0,NOTA,None of the Above,13878.0,41.0,13919.0,1.19,False,-660509
3582.0,S134001,Maharashtra,Raver,1.0,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558.0,1321.0,630879.0,53.84,True,272183
3583.0,S134002,Maharashtra,Raver,2.0,SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,358030.0,666.0,358696.0,30.61,False,-272183
3584.0,S134003,Maharashtra,Raver,3.0,ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi,59001.0,119.0,59120.0,5.05,False,-571759
3585.0,S134004,Maharashtra,Raver,4.0,EKNATH NAGO SALUNKE,Independent,43957.0,25.0,43982.0,3.75,False,-586897
